Weather,Road_Type,Time,Vehicle_Count,Speed,Accident
Rainy,City,11,226,41.0,0
Rainy,City,0,123,97.0,0
Sunny,City,11,132,76.0,0
Rainy,,11,66,102.0,0
Sunny,City,11,83,54.0,0
Sunny,Rural,18,92,107.0,0
Rainy,Rural,16,247,125.0,1
Rainy,Highway,19,182,79.0,1
Sunny,Highway,23,88,89.0,0
Rainy,City,23,217,79.0,0
Rainy,City,10,139,77.0,1
Rainy,Rural,12,102,22.0,0
,City,7,205,53.0,0
Sunny,City,9,59,64.0,0
Foggy,Rural,7,38,69.0,0
,City,19,232,21.0,0
Foggy,City,7,90,34.0,0
Rainy,Rural,8,19,56.0,0
Foggy,Rural,6,164,34.0,0
Rainy,Highway,13,126,79.0,0
Foggy,Rural,1,242,115.0,1
Foggy,Highway,10,152,104.0,1
Foggy,City,7,69,83.0,0
Sunny,Rural,12,245,100.0,0
Foggy,Rural,20,168,117.0,1
Sunny,Rural,14,158,115.0,0
Rainy,City,2,69,71.0,0
Foggy,Highway,22,67,42.0,0
Rainy,City,13,178,118.0,1
Rainy,City,14,183,56.0,0
Foggy,Rural,1,54,126.0,0
Sunny,Highway,18,133,60.0,0
Foggy,City,11,35,120.0,0
,Rural,19,111,76.0,1
Rainy,City,3,60,116.0,0
Foggy,City,2,173,44.0,0
Sunny,Rural,4,61,129.0,0
Sunny,Rural,2,218,56.0,0
Rainy,Highway,14,60,59.0,0
Rainy,City,18,140,104.0,1
Sunny,Rural,1,23,65.0,0
Foggy,Rural,11,186,79.0,1
Rainy,Highway,4,214,121.0,1
Sunny,Highway,21,242,123.0,0
Rainy,Rural,16,228,117.0,1
Foggy,Highway,13,10,38.0,0
Sunny,Rural,21,194,110.0,0
Rainy,City,9,154,28.0,0
Foggy,Highway,2,249,88.0,1
Rainy,City,3,187,24.0,0
Foggy,City,5,235,108.0,1
Foggy,City,23,23,45.0,0
Sunny,Rural,21,196,38.0,0
Foggy,City,15,90,49.0,0
Rainy,City,6,12,119.0,0
Foggy,,14,107,67.0,0
Foggy,Rural,20,49,35.0,0
Sunny,City,19,98,90.0,0
Foggy,City,10,134,37.0,0
Foggy,Highway,21,203,75.0,1
Rainy,Rural,20,171,40.0,0
Sunny,City,0,227,50.0,0
Sunny,Highway,4,104,20.0,0
Sunny,Rural,12,18,22.0,0
Foggy,Rural,20,103,114.0,1
Sunny,Rural,13,93,44.0,0
,Rural,8,30,27.0,0
Foggy,Rural,16,230,84.0,1
Rainy,Rural,14,34,81.0,0
Rainy,City,20,111,26.0,0
Rainy,City,6,131,26.0,0
Rainy,City,21,181,27.0,0
Rainy,City,21,34,38.0,0
Foggy,Highway,11,146,36.0,0
Foggy,City,22,112,30.0,0
Sunny,Rural,5,199,124.0,0
Foggy,City,20,245,68.0,1
Foggy,City,15,163,30.0,0
Rainy,Rural,4,66,121.0,0
Foggy,City,8,46,60.0,0
Rainy,City,13,25,81.0,0
Sunny,City,7,46,71.0,0
Sunny,Highway,13,85,85.0,0
Foggy,City,11,161,87.0,1
Sunny,Rural,9,35,111.0,0
Foggy,Rural,19,29,116.0,1
Sunny,City,19,146,94.0,0
Rainy,City,20,224,86.0,0
Rainy,City,12,112,59.0,0
Rainy,Rural,18,38,24.0,0
Rainy,Rural,14,40,104.0,0
Foggy,Highway,7,28,41.0,0
Sunny,Highway,22,157,56.0,0
Foggy,Highway,20,224,30.0,0
Rainy,Rural,9,244,63.0,1
Foggy,Highway,2,36,105.0,0
Sunny,City,20,103,124.0,0
Foggy,City,2,94,72.0,0
Sunny,Rural,4,53,96.0,0
Foggy,Highway,15,172,80.0,1
Sunny,City,16,122,86.0,0
Sunny,Rural,5,208,32.0,0
Rainy,Highway,19,159,111.0,1
Sunny,City,19,83,30.0,0
Rainy,Highway,15,96,30.0,0
Rainy,Rural,23,152,104.0,1
Rainy,Highway,1,103,104.0,0
,Rural,19,107,26.0,0
Foggy,Highway,14,150,36.0,0
Foggy,City,17,141,67.0,1
Foggy,Rural,0,219,33.0,0
Sunny,Rural,18,65,82.0,0
Sunny,Rural,11,160,83.0,0
Foggy,Highway,7,106,116.0,1
Sunny,Highway,5,107,94.0,0
Sunny,City,11,43,96.0,0
Rainy,Rural,6,109,84.0,0
Rainy,Rural,17,236,53.0,0
Rainy,Highway,21,154,28.0,0
Rainy,Highway,13,165,96.0,1
Sunny,City,7,23,56.0,0
Foggy,City,23,171,49.0,0
Sunny,Highway,19,121,60.0,0
Sunny,Rural,21,84,64.0,0
Sunny,City,13,194,120.0,0
Rainy,Highway,4,214,66.0,0
Rainy,Highway,8,106,26.0,0
Rainy,Rural,7,130,33.0,0
Foggy,Highway,1,64,67.0,0
Sunny,Highway,15,203,25.0,0
Foggy,City,12,235,53.0,0
Rainy,Highway,6,126,99.0,0
Foggy,Highway,15,102,120.0,1
Sunny,City,6,46,119.0,0
Sunny,Rural,13,205,65.0,0
Rainy,Rural,13,213,,0
Rainy,City,11,35,89.0,0
Foggy,City,0,198,27.0,0
Rainy,Rural,0,229,43.0,0
Rainy,Rural,11,76,86.0,0
Sunny,Rural,19,93,23.0,0
Rainy,Rural,20,211,115.0,1
Rainy,Rural,14,189,20.0,0
Sunny,City,3,27,53.0,0
Sunny,Highway,6,190,128.0,0
Foggy,Rural,15,200,28.0,0
Rainy,Rural,2,190,82.0,0
Sunny,Highway,6,36,95.0,0
Foggy,Highway,23,40,29.0,0
Foggy,Highway,21,228,29.0,0
Rainy,Highway,5,115,69.0,0
Rainy,Highway,15,138,63.0,0
Foggy,Highway,23,15,67.0,0
Sunny,City,7,20,106.0,0
Foggy,Highway,22,171,25.0,0
Rainy,Highway,21,240,107.0,1
Sunny,City,5,221,43.0,0
Sunny,Highway,9,200,104.0,0
Foggy,Rural,15,190,125.0,1
Rainy,Rural,10,222,114.0,1
Foggy,Highway,12,222,77.0,1
Foggy,City,5,27,124.0,0
Foggy,Rural,23,30,83.0,0
Sunny,City,0,28,113.0,0
Sunny,Rural,20,13,75.0,0
Rainy,Highway,18,86,117.0,0
Rainy,City,11,219,101.0,1
Foggy,City,23,125,31.0,0
Foggy,City,5,166,54.0,0
Foggy,Rural,17,34,90.0,0
Rainy,Rural,12,193,124.0,1
Sunny,Rural,6,86,,0
Sunny,Highway,22,200,108.0,0
Foggy,Rural,12,164,25.0,0
Foggy,Highway,20,197,84.0,1
Foggy,City,7,220,129.0,1
Foggy,City,20,58,99.0,0
Rainy,Highway,16,74,79.0,0
Sunny,Rural,8,175,87.0,0
Foggy,Highway,19,92,48.0,0
Rainy,City,12,189,57.0,0
Foggy,City,1,10,111.0,0
Foggy,Highway,3,177,41.0,0
Sunny,Rural,1,90,27.0,0
Foggy,Rural,3,30,82.0,0
Sunny,Highway,17,95,115.0,0
Sunny,Highway,4,24,116.0,0
Sunny,Rural,18,59,32.0,0
Rainy,City,9,240,46.0,0
Rainy,Highway,17,57,37.0,0
Sunny,Rural,20,240,37.0,0
Foggy,Rural,9,169,96.0,1
Sunny,City,4,58,105.0,0
,City,16,205,81.0,1
Sunny,City,21,117,33.0,0
Foggy,City,12,54,30.0,0
Rainy,City,22,41,122.0,0
Foggy,Highway,16,141,105.0,1
Sunny,Rural,8,202,119.0,0
Rainy,Highway,23,106,36.0,0
Foggy,Highway,11,208,70.0,1
Foggy,Highway,13,210,115.0,1
Foggy,Highway,13,202,33.0,0
Foggy,,7,89,125.0,0
Foggy,City,22,155,76.0,1
,City,4,63,112.0,0
Rainy,Rural,18,136,25.0,0
Rainy,Highway,13,184,76.0,0
Rainy,Rural,8,143,23.0,0
Sunny,City,6,75,30.0,0
Rainy,City,7,146,128.0,0
,City,13,205,123.0,1
Foggy,Highway,21,118,93.0,1
Rainy,Highway,13,32,111.0,0
Foggy,City,10,116,30.0,0
Rainy,Rural,13,246,118.0,1
Foggy,Rural,20,180,98.0,1
Sunny,City,7,60,27.0,0
Sunny,Rural,2,81,103.0,0
Rainy,City,22,112,78.0,0
Rainy,Rural,17,162,40.0,0
Rainy,City,2,89,84.0,0
Foggy,Rural,12,172,112.0,1
Rainy,Highway,11,154,43.0,0
Sunny,City,14,27,49.0,0
Foggy,City,17,164,123.0,1
Rainy,Rural,4,152,118.0,1
Foggy,City,6,90,116.0,0
Foggy,City,10,116,103.0,1
Rainy,City,10,78,76.0,0
Foggy,Highway,14,89,99.0,0
Sunny,Highway,9,152,92.0,0
Sunny,Rural,14,51,114.0,0
Foggy,Highway,12,247,36.0,0
Rainy,Rural,13,43,78.0,0
Foggy,Highway,16,57,50.0,0
Sunny,Rural,12,220,83.0,0
Foggy,Highway,9,145,67.0,1
Foggy,Highway,0,248,42.0,0
Sunny,Rural,0,147,89.0,0
Foggy,City,14,14,49.0,0
Foggy,City,15,125,74.0,0
Rainy,Highway,11,185,26.0,0
Rainy,Rural,23,126,123.0,0
Sunny,City,5,163,125.0,0
Sunny,Rural,5,223,129.0,0
Sunny,City,11,117,94.0,0
Rainy,Rural,14,32,117.0,0
Sunny,Highway,3,71,31.0,0
Sunny,Rural,23,22,79.0,0
Sunny,City,3,146,71.0,0
Rainy,Highway,1,29,128.0,0
Foggy,Rural,23,101,46.0,0
Sunny,City,11,117,31.0,0
Foggy,Highway,6,194,32.0,0
Sunny,Rural,19,238,91.0,0
Foggy,City,8,161,99.0,1
Rainy,Rural,8,117,81.0,1
Rainy,Rural,7,42,48.0,0
Sunny,Highway,13,157,54.0,0
Foggy,Highway,0,197,79.0,1
Rainy,City,22,185,48.0,0
Sunny,Highway,20,73,50.0,0
Sunny,City,22,39,96.0,0
Rainy,Rural,11,117,95.0,0
Rainy,Rural,1,82,80.0,0
Sunny,City,12,118,21.0,0
Foggy,Rural,3,154,52.0,0
Foggy,Highway,19,109,91.0,1
,Rural,17,23,81.0,0
Sunny,Highway,18,28,124.0,0
Rainy,City,15,80,78.0,0
Sunny,City,13,68,59.0,0
Rainy,Rural,7,204,68.0,0
Foggy,Rural,11,106,124.0,1
Foggy,Highway,8,53,51.0,0
Rainy,Highway,5,169,57.0,0
Rainy,Rural,17,120,111.0,1
Sunny,Rural,1,20,98.0,0
Foggy,City,22,115,106.0,1
Sunny,City,7,11,107.0,0
Sunny,City,23,227,32.0,0
Sunny,Rural,13,134,104.0,0
Foggy,Rural,5,205,73.0,1
Sunny,Rural,9,154,95.0,0
Sunny,City,7,218,32.0,0
Sunny,Rural,16,229,58.0,0
Sunny,Highway,11,103,42.0,0
Sunny,Rural,16,177,129.0,0
Sunny,Rural,12,224,126.0,0
Foggy,Rural,18,183,111.0,1
Sunny,Rural,11,225,33.0,0
Rainy,Rural,15,102,36.0,0
Sunny,Highway,4,13,43.0,0
Sunny,Highway,15,175,77.0,0
Foggy,Rural,5,72,82.0,0
Foggy,City,10,38,53.0,0
Rainy,Rural,16,28,70.0,0
Rainy,Rural,22,100,105.0,0
Foggy,Rural,13,38,29.0,0
Foggy,City,5,237,91.0,1
Sunny,City,22,172,40.0,0
Foggy,City,10,125,56.0,0
Rainy,Highway,11,79,26.0,0
Sunny,City,12,132,109.0,0
Rainy,Highway,3,32,32.0,0
Sunny,Highway,6,240,99.0,0
Foggy,City,1,55,49.0,0
Rainy,City,5,181,50.0,0
Sunny,City,5,185,24.0,0
Sunny,Highway,17,189,51.0,0
Foggy,Rural,19,17,35.0,0
Foggy,City,7,192,92.0,1
Foggy,City,7,75,41.0,0
Rainy,City,7,214,83.0,0
Sunny,Highway,7,177,63.0,0
Foggy,Highway,0,222,59.0,0
Rainy,Rural,1,168,128.0,1
Rainy,City,11,185,56.0,0
Rainy,Highway,14,109,97.0,0
Foggy,Rural,3,70,35.0,0
Foggy,City,2,121,62.0,0
Sunny,Highway,13,61,103.0,0
Sunny,City,21,175,82.0,0
Foggy,City,22,228,127.0,1
Rainy,Highway,7,45,34.0,0
Rainy,Highway,12,121,63.0,0
Rainy,Highway,22,96,109.0,0
Sunny,City,18,192,28.0,0
Rainy,City,21,94,84.0,0
Sunny,Rural,4,22,118.0,0
Sunny,,12,174,63.0,0
Rainy,Highway,19,56,39.0,0
Rainy,City,0,99,128.0,0
Foggy,Rural,15,241,89.0,1
Foggy,Rural,22,208,125.0,1
Rainy,Highway,23,247,93.0,1
Sunny,Highway,1,240,52.0,0
Sunny,Rural,6,31,99.0,0
Sunny,Rural,5,176,119.0,0
Sunny,Rural,4,224,25.0,0
Sunny,Highway,3,67,102.0,0
,Rural,1,39,50.0,0
Rainy,Rural,9,155,85.0,1
Foggy,Highway,21,115,37.0,0
Sunny,City,4,155,125.0,0
Sunny,City,17,247,47.0,0
Sunny,Rural,9,83,87.0,0
Sunny,City,22,176,84.0,0
Rainy,City,21,103,125.0,0
Sunny,City,14,163,99.0,0
Rainy,City,8,80,64.0,0
Sunny,Rural,10,16,77.0,0
Rainy,City,20,206,66.0,0
Foggy,City,16,74,85.0,0
Sunny,Highway,20,55,71.0,0
Rainy,Rural,8,27,55.0,0
Foggy,Highway,22,150,20.0,0
Sunny,Highway,15,162,58.0,0
Sunny,Rural,5,241,106.0,0
Sunny,,21,17,,0
Rainy,Highway,10,83,94.0,0
Rainy,Rural,22,169,125.0,1
Foggy,City,16,154,20.0,0
Rainy,Rural,3,111,94.0,0
Rainy,Highway,14,88,107.0,0
Sunny,City,0,88,93.0,0
Sunny,City,21,130,33.0,0
Sunny,Rural,19,185,97.0,0
Sunny,City,0,72,90.0,0
Sunny,Highway,8,49,42.0,0
Sunny,Highway,11,93,62.0,0
Sunny,Highway,3,24,41.0,0
Foggy,Rural,21,108,79.0,0
Foggy,City,12,143,119.0,1
Foggy,City,6,231,46.0,0
Foggy,City,7,130,75.0,0
Sunny,Highway,12,72,21.0,0
Foggy,City,10,145,58.0,0
Sunny,Highway,8,232,70.0,0
Foggy,City,23,137,129.0,1
Rainy,Highway,15,121,38.0,0
Foggy,City,9,120,81.0,1
Foggy,Rural,10,41,90.0,0
Sunny,Rural,11,54,95.0,0
Foggy,Highway,13,131,86.0,0
Rainy,Highway,18,189,82.0,1
Sunny,City,11,216,24.0,0
Sunny,City,17,91,91.0,0
Foggy,Rural,20,22,97.0,0
Sunny,City,16,33,80.0,0
Sunny,Highway,2,177,119.0,0
Sunny,Highway,0,23,90.0,0
Sunny,Highway,18,229,26.0,0
Sunny,Highway,3,212,69.0,0
Sunny,Highway,22,79,65.0,0
Rainy,Rural,15,71,115.0,0
Foggy,Rural,11,129,91.0,1
Rainy,Highway,20,98,95.0,0
Sunny,City,20,198,93.0,0
Sunny,Highway,12,10,33.0,0
Foggy,Rural,16,226,92.0,1
Rainy,Highway,7,203,121.0,1
Foggy,Rural,12,135,113.0,1
Rainy,Rural,19,41,88.0,0
Sunny,Highway,4,150,84.0,0
Foggy,Highway,17,170,84.0,1
Foggy,City,14,41,76.0,0
Sunny,Rural,11,65,81.0,0
Foggy,City,16,161,39.0,0
Rainy,Highway,14,100,94.0,0
Rainy,Rural,1,13,45.0,0
Rainy,City,5,225,63.0,0
Rainy,City,16,32,86.0,0
Sunny,City,15,38,89.0,0
Foggy,Highway,16,107,81.0,0
Rainy,Highway,19,158,126.0,1
Sunny,Highway,8,39,64.0,0
Foggy,Rural,4,99,30.0,0
Foggy,Highway,22,157,91.0,1
Sunny,Rural,0,153,112.0,0
,City,5,76,93.0,0
Rainy,City,23,186,,0
Foggy,Highway,13,110,107.0,1
Foggy,City,16,67,65.0,0
Sunny,Highway,18,241,100.0,0
Foggy,Rural,0,181,51.0,0
Rainy,City,0,34,94.0,0
Foggy,Highway,12,32,117.0,0
Sunny,City,13,245,107.0,0
Sunny,City,5,196,24.0,0
Rainy,Highway,5,138,82.0,0
Rainy,City,0,106,48.0,0
Foggy,City,13,152,67.0,1
Foggy,City,2,137,117.0,1
Sunny,City,22,90,35.0,0
Rainy,Rural,9,235,44.0,0
Rainy,City,18,218,120.0,1
Rainy,City,18,189,91.0,1
Foggy,Highway,18,195,48.0,1
Rainy,Rural,22,178,71.0,0
Sunny,Highway,3,181,65.0,0
Sunny,Highway,19,13,44.0,0
,Highway,18,214,125.0,1
Foggy,Rural,9,205,42.0,1
Rainy,Highway,1,144,53.0,0
Foggy,Highway,3,55,86.0,0
Sunny,Highway,23,18,113.0,0
Rainy,City,5,224,53.0,0
Sunny,Highway,6,170,,0
Rainy,Rural,15,42,48.0,0
Foggy,Rural,6,93,28.0,0
Rainy,City,17,141,85.0,1
Rainy,Rural,19,74,76.0,0
Sunny,Rural,21,115,58.0,0
Sunny,,18,43,26.0,0
,Highway,8,228,129.0,1
Foggy,City,19,94,88.0,1
Foggy,Highway,9,97,27.0,0
Sunny,Highway,12,216,115.0,0
Foggy,Rural,17,236,37.0,1
Sunny,City,15,201,121.0,0
Foggy,Rural,21,162,129.0,1
Rainy,Rural,16,64,101.0,0
Sunny,Highway,21,146,68.0,0
Sunny,Rural,12,26,124.0,0
Rainy,City,11,158,128.0,1
Sunny,Rural,9,197,35.0,0
Foggy,Rural,0,150,40.0,0
Foggy,Highway,7,140,29.0,0
Sunny,City,20,205,125.0,0
Foggy,Rural,21,13,23.0,0
Sunny,,17,244,63.0,0
Rainy,Rural,1,229,27.0,0
Sunny,City,15,16,74.0,0
Rainy,Rural,11,35,38.0,0
Foggy,Rural,8,212,83.0,1
Rainy,Highway,2,33,59.0,0
Foggy,Rural,21,244,123.0,1
Sunny,Highway,20,19,70.0,0
Foggy,City,3,238,28.0,0
Sunny,Rural,1,22,49.0,0
Sunny,City,7,134,75.0,0
Rainy,City,9,181,100.0,1
Rainy,Rural,15,243,123.0,1
Rainy,Highway,22,48,63.0,0
Rainy,City,10,156,78.0,1
Foggy,City,17,188,34.0,1
Foggy,,21,28,87.0,0
Foggy,Rural,13,85,89.0,0
Sunny,Rural,7,61,80.0,0
Foggy,Rural,22,223,99.0,1
Foggy,Rural,14,184,109.0,1
Foggy,Rural,16,238,120.0,1
Rainy,Highway,20,129,42.0,0
Foggy,City,17,167,96.0,1
Sunny,Highway,5,55,66.0,0
Rainy,Highway,22,213,36.0,0
Sunny,Rural,13,230,76.0,0
Foggy,City,22,158,73.0,1
Rainy,Highway,2,84,110.0,0
Sunny,Rural,6,133,71.0,0
Foggy,Rural,14,238,41.0,0
Sunny,City,20,57,120.0,0
Sunny,Highway,23,71,102.0,0
Sunny,Highway,15,67,58.0,0
Foggy,Highway,15,27,118.0,0
Foggy,Rural,7,117,32.0,0
,City,6,196,97.0,0
Rainy,City,5,228,114.0,1
Rainy,Highway,1,238,128.0,1
Foggy,Rural,21,57,85.0,0
Foggy,Highway,12,72,129.0,0
Foggy,City,11,21,71.0,0
Foggy,Rural,14,224,122.0,1
Foggy,Highway,8,43,120.0,1
Rainy,Highway,1,198,33.0,0
Foggy,Rural,16,111,92.0,1
Sunny,City,4,96,93.0,0
Sunny,Rural,10,190,82.0,0
Rainy,Highway,21,34,90.0,0
Sunny,Highway,18,199,47.0,0
Rainy,Highway,23,141,129.0,0
Rainy,Highway,6,231,108.0,1
Sunny,City,1,231,65.0,0
Foggy,City,15,150,47.0,0
Sunny,Highway,11,179,21.0,0
Sunny,City,22,58,36.0,0
Rainy,City,14,87,78.0,0
Sunny,City,0,193,71.0,0
Rainy,Highway,12,184,23.0,0
Foggy,Rural,22,145,96.0,1
Foggy,Rural,5,64,101.0,0
Foggy,Rural,12,225,22.0,0
Sunny,Highway,17,27,56.0,0
Rainy,City,2,44,116.0,0
Foggy,City,0,226,124.0,1
Rainy,Highway,14,218,43.0,0
Rainy,Highway,12,169,91.0,1
Foggy,Rural,4,161,54.0,0
Foggy,Rural,12,16,21.0,0
Rainy,Highway,21,22,52.0,0
Foggy,Rural,4,135,95.0,1
Rainy,City,18,228,105.0,1
Rainy,Highway,20,121,96.0,0
Foggy,Highway,23,78,29.0,0
Sunny,City,17,109,100.0,0
Foggy,City,20,99,81.0,0
Sunny,City,21,51,62.0,0
Rainy,Rural,9,118,88.0,1
Rainy,Highway,23,168,78.0,0
Sunny,Rural,7,211,28.0,0
Rainy,City,14,119,96.0,0
Sunny,Rural,20,35,79.0,0
Sunny,City,19,223,82.0,0
Rainy,Rural,22,85,71.0,0
Sunny,Rural,21,41,42.0,0
,City,3,100,49.0,0
Foggy,Rural,1,234,62.0,1
Rainy,Highway,23,134,87.0,0
Rainy,Rural,5,135,40.0,0
Sunny,Rural,2,61,62.0,0
Sunny,Highway,6,157,92.0,0
Sunny,City,9,112,26.0,0
Sunny,Highway,22,114,35.0,0
Foggy,Rural,5,177,42.0,0
Foggy,City,15,196,77.0,1
Rainy,Rural,1,214,,1
Sunny,Rural,23,23,50.0,0
Sunny,Highway,16,181,,0
Rainy,Highway,12,113,25.0,0
Sunny,City,0,126,84.0,0
Sunny,City,5,223,78.0,0
Sunny,City,4,219,47.0,0
Sunny,Rural,12,57,37.0,0
Sunny,Highway,22,102,107.0,0
Rainy,Highway,17,180,,1
Sunny,Highway,11,153,116.0,0
Rainy,City,6,119,29.0,0
Sunny,Highway,14,172,26.0,0
Foggy,Highway,2,62,56.0,0
Foggy,Highway,15,171,115.0,1
Foggy,City,0,12,64.0,0
Foggy,Highway,15,77,105.0,0
Rainy,City,23,142,35.0,0
Rainy,Highway,11,147,107.0,0
Sunny,Highway,18,61,33.0,0
Foggy,Highway,7,166,30.0,0
Rainy,City,22,105,102.0,0
Sunny,City,11,40,106.0,0
Sunny,Highway,14,75,53.0,0
Rainy,Rural,1,213,79.0,0
,City,16,100,123.0,1
Sunny,City,6,78,32.0,0
Foggy,Highway,12,174,58.0,0
Foggy,Rural,0,164,63.0,1
Foggy,Highway,5,96,47.0,0
Sunny,City,12,42,59.0,0
Foggy,,10,77,35.0,0
Sunny,Highway,9,196,69.0,0
Foggy,Highway,15,201,47.0,0
Sunny,Rural,23,222,87.0,0
Foggy,Rural,22,97,111.0,1
Rainy,City,19,181,79.0,1
Foggy,Rural,16,104,31.0,0
Foggy,Rural,16,117,35.0,0
Sunny,City,3,249,72.0,0
Sunny,City,4,225,,0
Foggy,City,22,186,68.0,1
Rainy,City,13,62,55.0,0
Rainy,Highway,19,83,81.0,0
Sunny,City,9,58,103.0,0
Rainy,City,13,122,45.0,0
Foggy,City,0,123,75.0,0
Sunny,Rural,10,203,109.0,0
Foggy,City,22,104,41.0,0
Sunny,Highway,17,200,92.0,0
Sunny,Highway,15,34,88.0,0
Sunny,City,17,141,100.0,0
Sunny,Highway,7,188,,0
Rainy,Rural,9,148,117.0,1
Foggy,City,9,154,21.0,1
Foggy,Highway,4,117,72.0,0
Foggy,Highway,9,203,26.0,1
Sunny,City,17,207,119.0,0
Rainy,Highway,20,210,96.0,1
Foggy,City,23,78,39.0,0
,Highway,5,93,113.0,0
Sunny,Rural,2,166,49.0,0
Foggy,Highway,7,94,94.0,1
Rainy,Highway,8,210,114.0,1
Sunny,City,4,229,86.0,0
Rainy,Highway,1,128,78.0,0
Foggy,City,1,81,85.0,0
Foggy,Rural,6,232,22.0,0
Sunny,City,16,29,75.0,0
Sunny,City,9,36,98.0,0
Sunny,Highway,11,17,36.0,0
Rainy,Rural,1,94,71.0,0
Rainy,City,9,70,26.0,0
Rainy,Highway,19,165,24.0,0
Sunny,Highway,0,224,117.0,0
Foggy,City,3,207,116.0,1
Foggy,Highway,12,12,73.0,0
Rainy,City,11,206,80.0,0
Rainy,City,10,210,128.0,1
Foggy,City,9,16,35.0,0
Foggy,Rural,14,197,120.0,1
Rainy,City,4,13,86.0,0
Rainy,Highway,16,240,78.0,0
Foggy,Rural,4,142,66.0,0
Sunny,Highway,1,148,67.0,0
Rainy,Rural,8,134,126.0,1
Foggy,Rural,5,24,83.0,0
Foggy,,17,201,69.0,1
Foggy,Rural,13,235,104.0,1
Foggy,Highway,18,22,60.0,0
Sunny,City,13,127,91.0,0
Foggy,Highway,7,249,41.0,0
Rainy,City,16,16,73.0,0
Sunny,Highway,2,113,24.0,0
Foggy,Rural,9,15,36.0,0
Sunny,Rural,16,193,120.0,0
Rainy,City,10,73,97.0,0
Foggy,City,7,240,122.0,1
,Highway,0,187,60.0,0
Foggy,City,12,39,111.0,0
Foggy,Highway,20,31,114.0,0
Foggy,City,3,162,100.0,1
Foggy,City,6,165,54.0,0
Foggy,City,13,127,59.0,0
Sunny,Rural,4,93,41.0,0
Foggy,Rural,23,176,128.0,1
Foggy,Highway,10,204,67.0,1
Sunny,City,16,142,72.0,0
Sunny,Highway,4,202,112.0,0
Sunny,City,19,152,29.0,0
Sunny,Rural,2,99,37.0,0
Sunny,Rural,4,204,118.0,0
Sunny,City,14,177,127.0,0
Foggy,City,18,130,99.0,1
Foggy,Rural,15,242,68.0,1
Rainy,Rural,7,248,90.0,0
Foggy,Highway,12,115,49.0,0
Foggy,Rural,15,235,38.0,0
Sunny,City,2,78,74.0,0
Sunny,Highway,0,104,79.0,0
Foggy,City,8,86,106.0,1
Rainy,Highway,8,180,91.0,1
Sunny,City,21,10,100.0,0
Foggy,Rural,16,159,40.0,0
Foggy,City,23,71,45.0,0
Rainy,Highway,1,216,47.0,0
Rainy,City,8,163,58.0,0
Sunny,Highway,23,27,52.0,0
Rainy,City,18,57,59.0,0
Foggy,,12,146,102.0,1
Foggy,Rural,4,10,48.0,0
Rainy,City,8,244,39.0,0
Rainy,City,12,146,39.0,0
Rainy,City,0,160,93.0,1
Rainy,Highway,14,116,31.0,0
Sunny,City,3,182,116.0,0
Rainy,City,3,139,44.0,0
Sunny,Highway,19,151,44.0,0
Foggy,Rural,9,47,23.0,0
Rainy,City,5,49,23.0,0
Sunny,City,23,200,28.0,0
Rainy,Rural,11,91,34.0,0
Foggy,Rural,19,25,45.0,0
Foggy,Highway,15,136,98.0,1
Foggy,City,2,126,109.0,1
Rainy,City,13,102,111.0,0
Rainy,Highway,0,245,90.0,0
Sunny,Rural,9,212,51.0,0
Foggy,Highway,14,143,95.0,1
Rainy,Rural,6,12,118.0,0
Foggy,Highway,3,23,71.0,0
Foggy,Rural,13,75,51.0,0
Sunny,Highway,23,233,28.0,0
Sunny,Rural,15,104,97.0,0
Sunny,Rural,13,212,32.0,0
Sunny,Rural,2,95,75.0,0
Foggy,Rural,16,204,63.0,1
Sunny,Rural,20,123,116.0,0
Sunny,City,13,168,115.0,0
Sunny,Rural,17,170,102.0,0
Sunny,City,2,225,49.0,0
Foggy,Rural,21,138,35.0,0
Sunny,,18,181,31.0,0
Foggy,City,2,24,93.0,0
Rainy,Highway,11,46,85.0,0
Foggy,Rural,21,164,37.0,0
Foggy,Highway,4,239,32.0,0
Sunny,Highway,9,185,112.0,0
Rainy,Rural,8,36,43.0,0
,Highway,0,245,121.0,1
Rainy,Rural,12,21,31.0,0
Rainy,Highway,2,76,79.0,0
Foggy,Rural,18,39,79.0,0
Rainy,Rural,10,105,112.0,1
Foggy,Rural,15,224,105.0,1
Foggy,City,5,203,119.0,1
Foggy,Highway,23,144,20.0,0
Rainy,City,2,43,62.0,0
,Highway,18,41,74.0,0
Sunny,Highway,5,126,59.0,0
Rainy,Highway,7,48,83.0,0
Sunny,City,21,105,53.0,0
Sunny,Highway,12,180,,0
Foggy,City,11,180,67.0,1
Foggy,Rural,9,215,52.0,1
Rainy,Highway,2,140,87.0,0
Rainy,Highway,3,183,121.0,1
Sunny,Rural,0,169,49.0,0
Foggy,Rural,12,52,129.0,0
Rainy,Highway,23,237,103.0,1
Rainy,Rural,3,90,109.0,0
Rainy,City,21,249,98.0,1
Rainy,City,10,12,90.0,0
Rainy,Highway,18,83,90.0,0
Rainy,City,10,126,48.0,0
Sunny,City,11,72,42.0,0
Foggy,Highway,10,120,53.0,0
Foggy,Rural,5,49,103.0,0
Rainy,Highway,11,27,34.0,0
Foggy,City,8,76,116.0,1
Foggy,Highway,9,112,72.0,1
Foggy,Highway,2,199,36.0,0
Rainy,City,2,147,83.0,0
Rainy,City,19,189,103.0,1
